Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,EquivDiameter,Compactness,ShapeFactor1,ShapeFactor3,Class
645.085,224.4823211,181.9408668,1.233820224,201.970415,0.899716352,0.007006752,0.809489514,SEKER
641.99,237.0693706,164.6067772,1.440216343,197.4050899,0.832689138,0.007745846,0.693371201,DERMASON
644.523,241.8317986,157.7278838,1.533221601,195.1052092,0.806780623,0.008088832,0.650894974,DERMASON
1748.332,675.7077433,400.4043103,1.68756361,518.2074415,0.766910616,0.003203773,0.588151893,BOMBAY
951.734,354.8882989,226.0346213,1.570061688,282.5480361,0.796160473,0.00566001,0.633871499,BARBUNYA
683.831,254.3755058,171.4143313,1.483980388,208.5487703,0.819846116,0.007446808,0.672147654,DERMASON
960.547,387.9465376,189.6655497,2.04542437,270.3051077,0.696758655,0.006760417,0.485472623,HOROZ
685.637,257.1406407,163.631746,1.571459372,204.8684172,0.796717379,0.00780065,0.634758581,DERMASON
1643.858,650.513994,351.6060806,1.85012157,477.1963391,0.733568138,0.003637245,0.538122213,BOMBAY
835.878,309.4564571,203.8432306,1.51811005,250.0575815,0.808054173,0.006301292,0.652951546,SIRA
954.362,359.2114569,226.2459368,1.587703461,284.2619821,0.791349988,0.005660082,0.626234804,CALI
684.211,241.922654,186.6907132,1.295847286,212.3272611,0.877665888,0.006832429,0.770297412,SEKER
1792.381,689.2430553,412.2568809,1.671877626,530.7018061,0.769977734,0.003115885,0.592865711,BOMBAY
966.933,378.9307449,217.7462558,1.740240004,286.0213055,0.754811557,0.005897571,0.569740486,CALI
684.301,238.5692529,193.2829526,1.234300541,214.5879339,0.899478584,0.006596506,0.809061724,SEKER
706.641,258.5101796,180.2577811,1.434113845,215.6414957,0.834170229,0.007078204,0.69583997,DERMASON
657.761,244.3361622,161.3779321,1.514061799,198.3958853,0.811979215,0.007903738,0.659310246,DERMASON
680.942,239.313642,177.2603629,1.350068555,205.6623876,0.859384304,0.007203903,0.738541381,DERMASON
678.75,245.952983,175.275076,1.403239917,207.1490264,0.842230185,0.007297875,0.709351685,DERMASON
671.257,247.0456533,166.2865294,1.485662454,202.4363801,0.81942903,0.007675562,0.671463936,DERMASON
919.972,372.9546216,186.4501232,2.000291634,262.6652455,0.70428205,0.006882732,0.496013206,HOROZ
721.779,273.6492042,173.833276,1.574204954,217.6631422,0.795409374,0.007354184,0.632676072,SIRA
639.114,237.3642079,162.351296,1.462040733,196.0264509,0.825846713,0.007864951,0.682022794,DERMASON
1156.345,438.1979858,256.5162184,1.708266201,331.8106338,0.757216246,0.005067572,0.573376443,CALI
718.457,258.5421323,192.1426476,1.345573903,222.7198676,0.861445156,0.006636262,0.742087757,SEKER
788.776,324.1950783,158.7281502,2.042454838,225.9859246,0.697067722,0.00808265,0.485903409,HOROZ
632.174,236.2322465,158.1206683,1.493999798,193.1243278,0.817518906,0.008064461,0.668337162,DERMASON
1099.966,445.0481712,232.547287,1.913796445,321.2890021,0.72191961,0.005489407,0.521167923,CALI
676.948,244.473034,177.6084166,1.376472122,208.2279987,0.851742196,0.007178981,0.725464768,DERMASON
747.624,284.2898075,176.9774367,1.606361878,223.678224,0.786796495,0.007234758,0.619048724,DERMASON
736.057,267.2763526,192.6563401,1.387321863,226.778949,0.848481157,0.006617062,0.719920274,SEKER
910.943,379.9482538,178.1583825,2.132643149,259.5836213,0.683207828,0.007179265,0.466772936,HOROZ
654.535,212.1713961,192.4225318,1.102632806,201.8316774,0.951267141,0.0066316,0.904909174,SEKER
803.073,334.3901428,156.0020136,2.143498888,227.0398709,0.678966996,0.008259606,0.460996182,HOROZ
1044.026,402.4850746,238.3807241,1.688412837,308.1239684,0.765553775,0.005397702,0.586072583,CALI
658.384,242.0741736,167.9745424,1.441136079,201.4338547,0.832116255,0.007596152,0.692417462,DERMASON
637.817,240.1235259,153.5116158,1.564204276,191.4025115,0.797100204,0.008345446,0.635368736,DERMASON
971.338,398.6108324,198.384006,2.009289158,278.8786315,0.699626324,0.006525725,0.489476994,HOROZ
867.856,335.8627015,188.9262689,1.77774485,250.431548,0.745636675,0.006818578,0.555974051,SIRA
685.57,255.5389075,172.8919483,1.478026652,209.9088557,0.821435991,0.007384237,0.674757087,DERMASON
763.279,293.2241221,182.8795225,1.603373183,231.2268907,0.788567083,0.006982857,0.621838044,DERMASON
664.498,239.8191214,172.7763916,1.388031774,202.9953808,0.846452024,0.007410058,0.71648103,DERMASON
737.658,258.0333232,203.1529698,1.270143003,228.2647189,0.884632714,0.006305337,0.782575038,SEKER
750.595,279.4193024,185.4880939,1.506400204,227.0146335,0.812451508,0.006903333,0.660077452,SIRA
721.784,269.2781625,180.2845543,1.493628578,220.1496384,0.817554741,0.007074167,0.668395754,DERMASON
1099.381,396.2521484,246.9683755,1.604465137,312.0942569,0.787615305,0.005179767,0.620337869,BARBUNYA
894.185,273.8982945,211.2701191,1.296436503,239.6975896,0.87513356,0.006069768,0.765858748,SEKER
1140.415,380.6775231,253.4433108,1.502022373,309.3261685,0.812567461,0.005065637,0.660265879,BARBUNYA
1167.663,418.7300668,274.5442236,1.525182578,338.5419584,0.808496894,0.004651781,0.653667228,BARBUNYA
817.735,310.6719682,195.0108113,1.593101255,245.2220024,0.789327739,0.006577992,0.62303828,SIRA
905.407,355.0941294,185.8538798,1.910609183,256.0724698,0.721139688,0.006894898,0.52004245,HOROZ
824.068,309.0716741,203.6323984,1.51779224,250.4391742,0.810294812,0.006274293,0.656577683,SIRA
650.151,237.7554858,170.5602217,1.393967969,201.1270583,0.845940768,0.007483412,0.715615783,DERMASON
648.564,236.7114228,160.1198468,1.478339054,194.0057581,0.819587647,0.008007558,0.671723911,DERMASON
943.911,361.5859404,218.7760939,1.652767146,280.4811077,0.77569694,0.005852136,0.601705743,BARBUNYA
963.934,374.3286774,195.8871357,1.910940584,270.0647716,0.721464285,0.006534725,0.520510714,HOROZ
675.775,246.7254393,178.1577837,1.384870389,209.4686324,0.84899487,0.007159555,0.72079229,SEKER
831.839,284.1727676,223.5363681,1.271259661,251.876372,0.886349435,0.005703188,0.785615321,SEKER
693.036,239.7435958,198.1640344,1.209823955,217.8210238,0.908558258,0.006433652,0.825478108,SEKER
738.396,256.2777597,207.2002163,1.236860483,230.250186,0.898439983,0.006154901,0.807194403,SEKER
658.033,254.148704,154.1071451,1.649168855,197.5275996,0.777212697,0.008293588,0.604059576,DERMASON
883.56,358.7618824,179.9464284,1.993714939,252.681361,0.704314961,0.007154347,0.496059564,HOROZ
1161.501,408.9017364,237.9166891,1.718676138,311.4857939,0.761761974,0.005366024,0.580281305,BARBUNYA
760.743,271.0108236,208.2624982,1.301294405,237.509743,0.876384713,0.006116935,0.768050166,SEKER
1567.559,566.968178,384.1188829,1.476022667,462.8088111,0.816287102,0.003370277,0.666324633,BOMBAY
660.804,255.2912598,156.5817923,1.630401952,199.6338423,0.781984634,0.00815601,0.611499967,DERMASON
859.757,325.8442154,202.0423123,1.612752357,255.9705197,0.785561037,0.00633199,0.617106143,SIRA
845.045,328.3953204,193.3481046,1.698466717,251.3298372,0.765327097,0.006619405,0.585725565,SIRA
1796.132,663.2439941,435.8378565,1.52176775,535.7187318,0.807724965,0.002942455,0.652419619,BOMBAY
719.888,270.4465104,180.5080659,1.498251666,220.7993256,0.816425123,0.007063111,0.666549982,DERMASON
820.847,314.189191,190.5993327,1.64842755,244.0744391,0.776839071,0.006715166,0.603478942,SIRA
690.403,221.7925064,208.3149927,1.064697761,214.8577347,0.968733066,0.006117233,0.938443753,SEKER
724.328,241.4480239,203.9764164,1.183705588,221.763111,0.918471427,0.006251082,0.843589762,SEKER
775.198,275.443937,208.5318545,1.320872236,239.1977538,0.868408128,0.006129558,0.754132677,SEKER
1045.291,410.5420844,233.9440811,1.754872713,308.4708805,0.751374566,0.005493378,0.564563739,CALI
920.421,375.4532964,186.7460967,2.01050144,262.3014397,0.698626014,0.006948078,0.488078307,HOROZ
564.881,203.3740398,148.5885891,1.368705639,173.5064143,0.853139439,0.008601507,0.727846903,DERMASON
603.752,230.5788556,146.0777015,1.578467166,183.3503305,0.795174085,0.008733055,0.632301826,DERMASON
732.945,258.7484843,200.4328103,1.290948742,227.6083711,0.879651031,0.006359332,0.773785937,SEKER
937.638,386.1352451,185.2560101,2.084333161,266.4193779,0.689963895,0.006926565,0.476050177,HOROZ
973.541,376.7012979,227.3108406,1.657207799,290.8527266,0.772104392,0.005669711,0.596145192,CALI
752.069,280.1574226,187.5944676,1.493420495,229.0943196,0.817734249,0.006796473,0.668689302,DERMASON
812.943,316.5425687,182.3013359,1.736369989,239.851584,0.757722998,0.007005789,0.574144141,SIRA
658.655,242.1779027,160.8223199,1.505872462,196.9983282,0.813444687,0.007945469,0.661692259,DERMASON
855.838,354.3044348,170.3573014,2.079772525,244.7412535,0.690765425,0.007531342,0.477156872,HOROZ
722.14,266.7900359,180.1860878,1.480636154,218.9578996,0.820712434,0.007085304,0.673568899,DERMASON
692.977,245.2284633,191.528799,1.280373837,216.6664303,0.883528883,0.006651165,0.780623287,SEKER
974.721,395.3853543,192.3672108,2.055367714,274.1171861,0.693291198,0.006699743,0.480652686,HOROZ
861.669,339.2117923,192.8160513,1.759250799,255.1384819,0.75215098,0.00663482,0.565731096,SIRA
1168.399,405.8089767,286.5421369,1.416227928,339.7133484,0.837126254,0.004477201,0.700780365,BARBUNYA
848.364,329.9503916,186.370759,1.770397853,247.2206396,0.749266089,0.00687368,0.561399672,SIRA
703.265,241.1531535,200.6843613,1.20165394,219.7531102,0.911259534,0.006358183,0.830393938,SEKER
1056.779,407.1900739,248.1510629,1.64089595,317.1608693,0.778901279,0.005154044,0.606687202,CALI
797.773,263.8740048,227.2606123,1.161107515,244.7542591,0.92754214,0.005608493,0.860334421,SEKER
640.171,239.1387934,162.2205903,1.474158076,196.7169781,0.822605882,0.007868219,0.676680438,DERMASON
1105.488,428.2028752,240.5628595,1.780004096,319.8313071,0.746915366,0.005329884,0.557882563,CALI
840.583,315.3947598,199.125552,1.583898986,249.9506311,0.7925009,0.006427708,0.628057677,SIRA
702.271,242.22684,198.8715078,1.218006755,219.3355488,0.905496471,0.006410831,0.819923859,SEKER
984.893,395.1800767,206.249654,1.916027828,284.5216516,0.719979747,0.006215478,0.518370836,HOROZ
922.242,377.4947726,183.9174156,2.052523256,262.8445376,0.696286563,0.006957018,0.484814977,HOROZ
1555.86,577.480835,372.935021,1.548475746,463.5098142,0.802641033,0.003422393,0.644232628,BOMBAY
764.163,293.0813531,179.1694284,1.635777687,228.445929,0.779462516,0.007150418,0.607561814,DERMASON
815.472,307.7692624,199.1248209,1.545609739,246.9423713,0.802362034,0.00642605,0.643784833,SIRA
927.448,386.1190193,175.9423077,2.194577441,259.801799,0.672854187,0.007283615,0.452732758,HOROZ
1050.271,366.8312188,247.4603974,1.482383535,300.9474182,0.820397509,0.005156977,0.673052073,BARBUNYA
1081.712,373.0301535,256.024998,1.457006763,308.8813021,0.828033067,0.004978183,0.68563876,BARBUNYA
712.99,253.5201789,190.3512936,1.331854248,219.5589269,0.866041227,0.006696077,0.750027408,SEKER
634.778,227.0370844,159.0118204,1.427800045,189.4669251,0.834519725,0.008052674,0.696423171,DERMASON
974.122,390.9521962,197.9370167,1.975134327,276.8050023,0.708027746,0.006496597,0.501303289,HOROZ
776.201,268.4691512,220.3100487,1.21859694,243.0131613,0.90518095,0.005788219,0.819352552,SEKER
1043.647,403.2141809,230.0102524,1.753026992,302.784313,0.750926746,0.005599886,0.563890978,CALI
745.5,245.315108,212.2850518,1.155592944,228.0387017,0.929574634,0.006006442,0.864109,SEKER
908.405,376.9980888,174.9337367,2.155090812,255.868529,0.678699804,0.007331883,0.460633424,HOROZ
810.528,306.2855741,194.3222826,1.576173201,243.5888119,0.795299656,0.00657237,0.632501543,SIRA
922.589,360.3630769,204.5914823,1.761378689,267.9847072,0.743651956,0.006388963,0.553018232,HOROZ
824.21,307.5711407,203.116588,1.514259095,249.5096141,0.811225701,0.006290442,0.658087138,SIRA
1526.465,526.0285073,408.3425662,1.288203951,462.9284691,0.880044451,0.003125299,0.774478236,BOMBAY
744.254,284.6191816,176.9496459,1.608475565,223.9797118,0.786945246,0.007223654,0.61928282,DERMASON
787.993,292.6866216,190.4962892,1.536442641,235.8096492,0.805672797,0.006701775,0.649108656,SIRA
1088.169,430.1759423,227.6040205,1.890019084,311.8616294,0.724962971,0.005631607,0.52557131,CALI
891.917,369.0260417,170.8577363,2.159843913,250.0473977,0.677587404,0.007514887,0.45912469,HOROZ
826.694,307.4811191,201.110621,1.528915368,247.8070686,0.805926131,0.006375308,0.649516928,SIRA
740.182,254.6563438,207.7631138,1.225705271,229.699311,0.901997208,0.00614533,0.813598963,SEKER
713.014,243.7454539,197.7501503,1.232593015,219.4110006,0.900164483,0.006446587,0.810296097,SEKER
820.344,309.1196746,198.7283277,1.555488733,247.0557777,0.799223725,0.006448322,0.638758562,SIRA
618.527,226.3664991,156.3517374,1.447802902,187.9488173,0.83028548,0.008159115,0.689373978,DERMASON
764.364,256.2641648,200.7891122,1.276285163,226.4811875,0.883780172,0.006361122,0.781067392,SEKER
681.437,260.2936874,163.5800509,1.591231241,206.0365979,0.79155434,0.007807015,0.626558273,DERMASON
953.664,388.137971,187.9270204,2.065365428,269.4653558,0.694251467,0.006805975,0.4819851,HOROZ
751.588,252.647881,218.2218373,1.157757098,234.6269059,0.928671576,0.005843461,0.862430897,SEKER
640.635,240.5941928,156.5127729,1.537217623,193.8087712,0.805542183,0.008155459,0.648898208,DERMASON
670.5,239.5935664,175.7564591,1.363213436,204.4796161,0.853443685,0.007296007,0.728366123,DERMASON
947.733,314.7614494,225.636432,1.394993914,266.0583126,0.84526969,0.005661584,0.714480848,BARBUNYA
659.487,241.8081891,158.9226565,1.521546358,195.3041481,0.807682109,0.008071573,0.652350389,DERMASON
806.488,324.3603411,168.6206712,1.923609595,233.009615,0.718366537,0.007606593,0.516050482,HOROZ
833.064,300.3870698,216.6920756,1.386239293,255.0012094,0.848908741,0.005881754,0.720646051,SEKER
1603.247,579.5137629,401.9407076,1.441789179,481.1475455,0.830260774,0.003187259,0.689332953,BOMBAY
1065.356,388.5145897,237.0745041,1.638786892,302.8200542,0.779430328,0.005394463,0.607511637,BARBUNYA
1647.738,619.7310338,367.6512764,1.685649074,474.7165049,0.766004087,0.003501424,0.586762262,BOMBAY
917.251,360.3840144,204.8277878,1.759448844,270.9144151,0.751738158,0.006251891,0.565110258,SIRA
867.448,304.0723235,206.8129106,1.470277279,250.5637019,0.824026663,0.00616667,0.679019941,BARBUNYA
836.567,340.0483182,165.0289944,2.060536813,236.2385145,0.694720432,0.007757992,0.482636479,HOROZ
688.79,257.4700904,173.3855193,1.484957288,210.9465545,0.819305086,0.007367023,0.671260823,DERMASON
1060.894,386.6199438,234.1002082,1.651514737,300.1912757,0.77645057,0.005462585,0.602875487,BARBUNYA
616.84,219.9697757,157.9569004,1.392593645,186.1654651,0.84632293,0.008081182,0.716262502,DERMASON
609.579,230.7449769,149.4617091,1.54384008,185.3669755,0.803341325,0.008550227,0.645357285,DERMASON
821.099,301.0241639,204.2069938,1.4741129,247.4265624,0.821949173,0.006260641,0.675600442,SIRA
1477.762,522.9554346,375.9039206,1.391194414,441.2986912,0.843855254,0.003419082,0.71209169,BOMBAY
1150.237,448.3195537,259.5863198,1.727053853,340.3667429,0.759205661,0.004927238,0.576393235,CALI
1043.225,352.3956689,268.4079885,1.312910509,306.9066878,0.870915039,0.00476352,0.758493006,BARBUNYA
643.76,232.2038524,168.973512,1.374202676,197.8206698,0.851926735,0.00755503,0.725779162,DERMASON
765.762,289.9858924,180.6880558,1.604897961,228.4319948,0.787734855,0.00707576,0.620526201,SIRA
712.362,265.4249958,180.1470026,1.473380028,218.3260608,0.822552752,0.007089911,0.676593031,DERMASON
1149.201,414.2109219,248.7102772,1.665435488,320.3901455,0.773495165,0.005137755,0.598294771,BARBUNYA
846.659,340.1692584,177.0078505,1.92177498,244.280408,0.718114298,0.007258183,0.515688144,HOROZ
692.928,238.615411,196.4650044,1.214544095,216.2870641,0.906425378,0.006494527,0.821606966,SEKER
806.739,305.8834639,191.5461459,1.596917873,241.5126845,0.789557832,0.006677075,0.62340157,SIRA
974.023,364.7815262,164.4353247,2.218389064,243.5339221,0.667615832,0.007831123,0.445710899,HOROZ
893.897,350.1538625,196.2892692,1.783866555,261.5869126,0.747062765,0.006515339,0.558102775,SIRA
776.883,275.7552456,204.7260179,1.346947732,237.4695337,0.861160531,0.006226129,0.74159746,SEKER
710.538,260.9426715,162.9637043,1.601231836,205.5354345,0.787665096,0.007864694,0.620416304,DERMASON
660.466,243.3848931,159.1468213,1.529310426,196.5810098,0.807696021,0.008019007,0.652372863,DERMASON
887.04,362.2827752,183.3290539,1.976133992,257.1590728,0.709829698,0.006975159,0.5038582,HOROZ
1094.38,415.7942564,232.7511871,1.786432377,310.5216642,0.746815665,0.00549041,0.557733638,BARBUNYA
970.321,376.031819,211.9689307,1.77399498,281.6340368,0.748963313,0.006036211,0.560946044,CALI
648.1,250.3079922,153.498392,1.630688042,195.6461102,0.781621507,0.008326115,0.610932181,DERMASON
820.718,300.3378642,196.4296153,1.528984638,241.6944979,0.804742014,0.006546161,0.64760971,SIRA
684.072,254.8947793,172.0663133,1.481375258,209.1644903,0.820591504,0.007418142,0.673370416,DERMASON
639.705,228.8356922,157.042302,1.457159563,188.915072,0.825548979,0.008163956,0.681531116,DERMASON
709.285,247.0727088,188.5366505,1.310475752,215.4495163,0.872008557,0.006777099,0.760398924,SIRA
697.42,258.9546893,174.6907701,1.482360454,212.3452501,0.820009287,0.007312212,0.672415231,DERMASON
954.292,347.1065222,227.5669307,1.525294212,280.6081844,0.80842095,0.005612705,0.653544432,BARBUNYA
668.737,228.0324687,191.4154535,1.191296024,208.6952446,0.91519969,0.006666252,0.837590472,SEKER
1114.181,437.0809816,248.0983867,1.7617244,327.1910465,0.748582209,0.005198394,0.560375323,CALI
1475.473,537.207402,365.4009172,1.470186244,441.1789387,0.821245085,0.003514168,0.67444349,BOMBAY
930.748,355.3124322,212.5713344,1.671497397,274.458372,0.772442355,0.006005754,0.596667192,BARBUNYA
778.088,285.0214146,193.0020563,1.47677916,233.8441617,0.820444183,0.00663643,0.673128658,SIRA
816.004,271.5733473,234.3101821,1.159033487,252.1188961,0.928363916,0.005439844,0.86185956,SEKER
748.882,258.7458213,194.2559154,1.331984258,223.9342302,0.865460277,0.006569654,0.749021491,SEKER
602.036,230.2421418,143.5329493,1.604106534,181.6620372,0.789004288,0.008883141,0.622527767,DERMASON
813.76,304.5056077,188.5522472,1.614966739,238.8754978,0.784469946,0.006794574,0.615393097,SIRA
741.375,260.3495021,203.8564493,1.277121735,230.2723042,0.884473765,0.006251489,0.78229384,SEKER
807.467,302.1367324,195.4160349,1.546120473,242.3494728,0.802118534,0.006549822,0.643394142,SIRA
1026.43,397.8289474,239.2031365,1.663142688,306.8112547,0.771214002,0.005381012,0.594771037,CALI
825.048,312.5034813,199.7488386,1.564482094,249.5019596,0.798397376,0.00639171,0.63743837,SIRA
1004.338,417.4358067,198.7036811,2.100795539,286.6815993,0.686768108,0.00646696,0.471650435,HOROZ
1726.086,642.6828882,416.1311172,1.544424009,515.2098219,0.8016548,0.003082752,0.642650418,BOMBAY
964.919,376.8503384,202.2688788,1.863115772,273.7965023,0.726539091,0.006400638,0.527859051,CALI
814.407,313.2070315,188.4883408,1.661678543,242.3363381,0.773725727,0.006790544,0.5986515,SIRA
657.103,249.883935,161.1579807,1.550552656,200.4040792,0.801988648,0.007922009,0.643185792,DERMASON
742.366,264.1369026,195.4214614,1.351626892,226.9304885,0.859139659,0.006530606,0.738120954,SEKER
748.391,278.4865578,183.3672582,1.518736553,225.5657896,0.809970116,0.006968959,0.656051589,SIRA
1080.363,374.9920482,250.6295428,1.496200504,306.057119,0.816169624,0.005097148,0.666132855,BARBUNYA
1021.206,359.0814765,213.1506727,1.684636844,276.2132994,0.769221799,0.005992582,0.591702176,BARBUNYA
1129.483,432.9425173,252.0038481,1.717999628,326.9107438,0.755090412,0.005158007,0.57016153,CALI
661.234,248.6290777,159.5083561,1.558721335,198.7997874,0.799583819,0.008009957,0.639334283,DERMASON
667.023,245.6255001,169.3750465,1.450187056,203.4277063,0.828202716,0.007557243,0.685919739,DERMASON
1023.764,396.4554433,227.3557115,1.743767248,298.80111,0.753681442,0.005653795,0.568035715,CALI
1127.766,400.8524277,233.714887,1.715134337,305.5658285,0.762290078,0.005466194,0.581086163,BARBUNYA
899.321,368.2354517,179.5944701,2.050371882,255.7714758,0.694586777,0.007166903,0.482450791,HOROZ
762.336,304.5889469,162.0116492,1.880043493,221.3177022,0.726611075,0.007917571,0.527963654,HOROZ
880.077,356.7759132,173.1598254,2.060385037,247.5963198,0.693982723,0.007409984,0.48161202,HOROZ
801.81,298.1707362,194.3573935,1.534136319,240.4851068,0.806534906,0.006564456,0.650498555,SIRA
916.034,368.5669583,183.6924603,2.006434873,259.7478844,0.70475087,0.006955406,0.496673789,HOROZ
735.014,248.4591518,215.5920268,1.152450559,231.2847012,0.93087616,0.005913864,0.866530425,SEKER
757.238,272.5799202,196.580706,1.386605663,231.191096,0.848158939,0.006493245,0.719373586,DERMASON
663.071,218.9513714,192.4739417,1.137563711,205.1385878,0.936913921,0.006624652,0.877807695,SEKER
988.821,411.7081065,190.1822093,2.164808727,279.0315361,0.677741176,0.006732757,0.459333101,HOROZ
838.628,309.0626807,210.3212432,1.469479145,254.3713042,0.82304115,0.006081636,0.677396735,SIRA
843.532,316.6585009,203.1791244,1.558518877,252.4343335,0.79718161,0.006327096,0.635498519,SIRA
669.371,245.9198274,170.8312523,1.439548233,204.7036557,0.832399965,0.007472268,0.692889701,DERMASON
1124.761,441.1885253,241.8671223,1.824094656,324.5615512,0.735652748,0.005332614,0.541184966,CALI
914.398,375.1159724,173.7367032,2.159106081,254.5764444,0.678660636,0.007369521,0.460580259,HOROZ
896.279,375.9801827,174.9073548,2.149596185,256.1072727,0.681172265,0.00729846,0.463995655,HOROZ
699.791,261.6568094,177.24484,1.476245003,215.0591232,0.821912962,0.007203216,0.675540917,DERMASON
542.194,202.0161551,138.0740299,1.463100304,166.8971585,0.826157484,0.00923418,0.682536189,DERMASON
922.19,372.6116826,194.0394481,1.920288303,266.3548525,0.714832263,0.006687216,0.510985165,HOROZ
763.431,264.1601736,193.6616979,1.364029008,225.5319192,0.853769575,0.006612435,0.728922487,DERMASON
855.45,325.9143178,202.7329847,1.607603806,256.2116531,0.786131934,0.006321437,0.618003418,SIRA
726.291,258.1734881,195.817456,1.318439599,224.456712,0.869402639,0.00652464,0.755860949,SEKER
684.665,229.9818299,199.1153587,1.155018033,213.8658088,0.929924807,0.006402077,0.864760147,SEKER
694.693,262.1689291,168.3466832,1.557315678,209.7935761,0.800222882,0.007584151,0.640356662,DERMASON
1093.51,422.8378095,245.3976852,1.723071712,321.0352756,0.759239757,0.005223702,0.576445008,CALI
867.521,344.4473359,184.2552716,1.869402883,250.8481045,0.728262577,0.006969655,0.530366381,HOROZ
856.204,331.6249644,198.2840686,1.672474076,256.1371,0.772369778,0.006435946,0.596555074,SIRA
1716.101,651.2283237,394.7898344,1.649556972,505.1548241,0.775695414,0.003249334,0.601703375,BOMBAY
893.241,352.1032087,196.690507,1.790138294,262.0707682,0.744300994,0.006527441,0.553983969,SIRA
832.676,317.0237722,193.5884903,1.637616842,247.3545089,0.780239624,0.00659724,0.608773871,SIRA
693.316,245.5102084,185.6779934,1.322236437,213.4158499,0.869274851,0.006863195,0.755638767,SEKER
762.767,283.3449663,191.3369869,1.480868759,232.4269361,0.820296684,0.006678097,0.672886649,SIRA
776.121,266.4849709,209.3504416,1.272913345,235.7691499,0.884737136,0.006103921,0.782759799,SEKER
1273.205,397.7600751,251.9766019,1.578559565,315.3330231,0.792771932,0.00509322,0.628487336,BARBUNYA
896.599,360.6307342,173.7178725,2.075956429,248.8146426,0.689942978,0.007416875,0.476021312,HOROZ
853.266,351.1710871,170.4460356,2.060306571,243.3796419,0.693051481,0.007548495,0.480320355,HOROZ
817.391,316.3114341,190.1378669,1.663589895,244.3455519,0.772484095,0.006745531,0.596731677,SIRA
851.431,324.0781066,194.8306683,1.663383437,250.3145845,0.772389678,0.006585481,0.596585815,SIRA
767.794,280.7267552,195.0632158,1.439157835,233.7869841,0.832791958,0.006539631,0.693542445,SIRA
796.222,289.7391227,192.8290097,1.502570195,235.095843,0.811405242,0.006674633,0.658378467,SIRA
985.429,373.9074215,227.7686069,1.641610873,291.4037834,0.779347418,0.005606397,0.607382397,CALI
714.487,241.1048062,205.4145848,1.173747261,222.4195344,0.922501454,0.006205405,0.851008933,SEKER
1086.074,411.1303725,246.7518536,1.666169338,316.8395472,0.770654684,0.005214479,0.593908642,CALI
689.007,265.4319123,153.9874971,1.723723792,201.9294343,0.760757938,0.008288272,0.57875264,DERMASON
905.416,356.3926718,195.4373656,1.823564653,262.5440329,0.736670683,0.006583163,0.542683695,CALI
628.02,226.9172302,156.0404649,1.454220419,187.935268,0.828210656,0.008180145,0.68593289,DERMASON
870.142,360.7750005,167.4884538,2.154029083,244.9752492,0.679025012,0.007654241,0.461074967,HOROZ
604.185,237.5441197,138.2016314,1.718822834,181.0934316,0.762357038,0.009222507,0.581188254,DERMASON
1064.369,420.1098833,236.4512838,1.776729128,314.6053866,0.748864521,0.005404316,0.560798071,CALI
852.619,333.8196987,186.4692434,1.790213188,247.7736692,0.742238011,0.006923278,0.550917265,HOROZ
755.143,284.7116183,182.8138622,1.557385282,227.8851055,0.800406766,0.00698045,0.64065099,DERMASON
1565.85,588.4357894,364.0076394,1.616547912,460.7836876,0.783065367,0.003528702,0.61319137,BOMBAY
874.205,366.3137556,168.4059951,2.175182394,247.4600087,0.675541131,0.007616462,0.45635582,HOROZ
750.442,280.0744683,190.7890144,1.467980058,231.0230621,0.824862986,0.006681485,0.680398945,SEKER
690.456,250.3494502,176.837823,1.415700815,210.2391752,0.839782852,0.007211564,0.705235238,DERMASON
1013.813,341.3752204,267.5111633,1.276115793,301.6404666,0.883603872,0.004777084,0.780755803,BARBUNYA
703.614,243.4245437,199.9769685,1.217262896,220.5223598,0.905916702,0.006373371,0.820685071,SEKER
1041.305,406.2952843,236.4727886,1.71814815,309.0564417,0.760669527,0.005415971,0.578618129,CALI
793.846,297.9997164,183.3030949,1.62572114,232.9467668,0.781701304,0.00699218,0.611056928,SIRA
674.073,250.5413872,165.818335,1.510938988,203.4464822,0.812027444,0.007707069,0.659388569,DERMASON
818.79,310.7179863,194.2125628,1.599886134,245.3751242,0.789703638,0.006570758,0.623631836,SIRA
746.391,268.0759661,192.389098,1.393405182,226.6834832,0.845594204,0.006642449,0.715029558,DERMASON
819.082,312.3933818,189.6964273,1.646806881,243.1833817,0.778452412,0.006725803,0.605988159,SIRA
732.606,253.4278762,205.6913592,1.232078378,228.2005639,0.900455654,0.006196281,0.810820384,SEKER
1539.35,573.7944065,376.7821062,1.522881254,463.2295402,0.807309264,0.003404661,0.651748248,BOMBAY
679.824,250.3738108,173.3372172,1.444431928,208.10567,0.831179864,0.007360905,0.690859966,DERMASON
1006.43,378.5744663,238.1779057,1.589460891,300.0130829,0.79248103,0.005355266,0.628026183,BARBUNYA
1079.255,417.6045495,242.0720824,1.725124787,317.0122983,0.759120797,0.005290822,0.576264384,CALI
723.79,250.3520465,201.7265508,1.241046582,224.606984,0.897164561,0.006318511,0.80490425,SEKER
953.003,389.028669,192.1662019,2.024438559,272.570726,0.700644317,0.006667044,0.490902459,HOROZ
649.807,220.0250995,189.8094038,1.159189666,204.2802636,0.928440728,0.006713199,0.862002186,SEKER
781.727,298.4704434,186.4649992,1.600678115,235.209548,0.788049716,0.006869127,0.621022354,SIRA
