Perimeter,MajorAxisLength,MinorAxisLength,roundness,Compactness,ShapeFactor1,ShapeFactor3,ShapeFactor4,Class
884.88,375.0361608,168.5272722,0.79389937,0.669181754,0.007581389,0.44780422,0.996531739,HOROZ
592.848,218.6189668,144.2485864,0.883943109,0.811554717,0.008842736,0.658621059,0.998186942,DERMASON
1000.63,385.2596558,225.6963263,0.845869549,0.760364461,0.005716273,0.578154113,0.986898893,CALI
623.54,222.6971476,167.0864127,0.943797779,0.865843233,0.007626353,0.749684504,0.999199145,DERMASON
813.226,309.3905459,192.3269846,0.88039542,0.785042613,0.006677542,0.616291904,0.991409962,SIRA
637.861,245.3380924,154.0219633,0.912333357,0.790474691,0.008305565,0.624850237,0.995309773,DERMASON
731.257,269.916905,187.9505193,0.934199649,0.833508299,0.00678985,0.694736084,0.997714794,SIRA
994.266,389.0885291,197.9672752,0.762258937,0.710158928,0.006488594,0.504325702,0.991211025,HOROZ
1145.742,455.6584052,246.6049413,0.837873086,0.732633369,0.005205918,0.536751653,0.991770078,CALI
635.008,230.2945478,160.43718,0.901477447,0.833341674,0.007961232,0.694458346,0.996838581,DERMASON
895.924,364.3883505,176.4633496,0.785233963,0.693515787,0.007264955,0.480964146,0.993167886,HOROZ
1078.637,423.5090109,243.0360124,0.866479187,0.754643531,0.005279147,0.569486859,0.992374809,CALI
745.109,285.8407373,173.5025669,0.876542316,0.776841211,0.007381107,0.603482267,0.994220542,SIRA
1623.758,613.8688831,385.6430029,0.878867617,0.789328062,0.003329043,0.623038789,0.991756943,BOMBAY
727.766,261.7851275,187.8709619,0.91475975,0.846350866,0.006789914,0.716309789,0.998127905,SIRA
733.677,259.6745351,203.5889547,0.968037537,0.884854305,0.006262348,0.782967141,0.998662372,SEKER
1108.022,352.2447759,285.3473979,0.802613953,0.897030692,0.004492116,0.804664062,0.993311011,BARBUNYA
679.529,250.4249786,167.055428,0.891914701,0.815721931,0.007640965,0.665402269,0.997473419,DERMASON
668.238,254.2949545,155.8707782,0.875004232,0.782435649,0.008178527,0.612205545,0.99878106,DERMASON
951.012,368.4262449,211.2337842,0.846943288,0.756158311,0.006044134,0.571775391,0.997269737,CALI
806.084,313.6472271,186.567643,0.880883701,0.767800274,0.006886081,0.589517261,0.991063892,SIRA
777.273,282.3071269,197.9620172,0.910705869,0.836355534,0.006447724,0.699490579,0.997520526,SIRA
807.202,333.0298565,158.2765383,0.792390513,0.686781867,0.008105677,0.471669333,0.992440016,HOROZ
996.042,362.3966987,230.2297934,0.827688504,0.79593391,0.005545898,0.633510789,0.997187267,BARBUNYA
809.128,306.9268149,191.5446012,0.884690847,0.789274901,0.006659149,0.622954869,0.998209046,SIRA
1096.502,428.5844834,232.0537156,0.799322156,0.728088275,0.005604096,0.530112536,0.979075068,CALI
611.896,227.6450698,153.5212727,0.918102891,0.819813696,0.008321882,0.672094497,0.996598035,DERMASON
1119.753,443.1612961,244.9903243,0.851079767,0.741985932,0.005218635,0.550543123,0.995873632,CALI
932.687,383.9089642,192.1965726,0.834960356,0.70662781,0.006642024,0.499322862,0.997387832,HOROZ
640.765,213.5600894,184.4398709,0.94625818,0.929038343,0.006907529,0.863112242,0.999384389,SEKER
561.763,204.4293446,150.082095,0.958472576,0.856347173,0.008493118,0.73333048,0.998881775,DERMASON
647.072,243.5704713,159.8487883,0.916286849,0.809457078,0.00797807,0.655220761,0.998396243,DERMASON
962.336,366.6975351,213.6564854,0.829150081,0.760651004,0.006001105,0.57858995,0.993030977,CALI
747.385,261.5048843,204.451655,0.943314107,0.883573871,0.006236553,0.780702785,0.998561697,SEKER
676.869,255.1960511,165.9358357,0.911336315,0.805972344,0.007680613,0.64959142,0.999019678,DERMASON
1173.178,397.5774017,276.2313056,0.784241694,0.831796924,0.004628644,0.691886123,0.995825895,BARBUNYA
712.692,258.4415699,188.4162413,0.943548027,0.852651668,0.006776485,0.727014867,0.997211611,SIRA
640.318,248.9921126,145.372383,0.861915413,0.759963215,0.008853997,0.577544088,0.98921074,DERMASON
704.416,252.0951069,190.5731441,0.953667886,0.868587354,0.006694509,0.754443992,0.997998117,SEKER
965.024,382.5364271,208.0815251,0.840945883,0.736375734,0.006138163,0.542249222,0.99686928,HOROZ
602.783,227.5733876,148.3837847,0.916468111,0.807138991,0.008587999,0.651473351,0.999152284,DERMASON
763.931,281.9307647,189.5290707,0.901516,0.818933263,0.006733961,0.670651689,0.997616581,SIRA
690.684,253.0728123,177.8752407,0.926953606,0.836398087,0.007191816,0.699561759,0.995304693,DERMASON
596.589,229.0656383,141.542181,0.89683014,0.785091942,0.009017977,0.616369358,0.997505051,DERMASON
688.989,250.4135016,178.2378358,0.926490399,0.842995267,0.007154876,0.71064102,0.99840814,DERMASON
758.276,269.2926818,190.5246578,0.879126347,0.840385469,0.00669466,0.706247736,0.998229568,SIRA
712.802,242.6482986,198.5437169,0.93417992,0.903768188,0.006424196,0.816796937,0.99824054,SEKER
898.973,362.3539235,179.7246126,0.790427986,0.702093515,0.007128321,0.492935304,0.993837399,HOROZ
906.199,364.4915248,191.2253057,0.836221029,0.723680405,0.006670049,0.523713329,0.998241677,SIRA
681.373,223.9750122,200.8365205,0.955004742,0.946320488,0.006347958,0.895522466,0.998696127,SEKER
916.801,359.7582733,187.6662821,0.788661071,0.720376634,0.006819933,0.518942495,0.994818322,HOROZ
1023.117,321.7252343,223.7695959,0.675096664,0.831712604,0.005721085,0.691745856,0.994559144,BARBUNYA
882.93,358.6190044,168.9438553,0.762478566,0.684316356,0.007581637,0.468288874,0.994042012,HOROZ
1008.639,400.830825,205.5377181,0.795952485,0.714608772,0.006220314,0.510665697,0.995878296,HOROZ
839.221,315.8696783,198.1929815,0.870752638,0.789161576,0.006472474,0.622775993,0.992548026,SIRA
710.617,248.8307495,198.0754875,0.962479435,0.891820399,0.006433559,0.795343624,0.999144077,SEKER
1025.494,355.9750129,245.6283703,0.819138637,0.82993187,0.005192849,0.688786909,0.998219092,BARBUNYA
805.052,302.1337201,197.3879764,0.906488276,0.807524966,0.006462477,0.652096571,0.99813761,SIRA
602.476,229.9030678,141.6412374,0.882158919,0.783463064,0.009022529,0.613814373,0.996304537,DERMASON
1416.894,508.2398866,362.8229776,0.901878189,0.842738209,0.00352741,0.71020769,0.994853959,BOMBAY
697.705,243.4098446,190.9631883,0.938181722,0.883745687,0.006697572,0.781006439,0.9955042,SEKER
585.72,213.9460065,154.1022302,0.947236179,0.848135292,0.008273241,0.719333474,0.99867811,DERMASON
792.041,291.3007279,190.9507897,0.870070338,0.807297118,0.00670659,0.651728638,0.99423012,SIRA
943.606,381.4261919,193.5550764,0.813137599,0.710088257,0.006620258,0.504225332,0.993643525,HOROZ
825.973,321.9481676,188.4459535,0.874005929,0.763461621,0.006784998,0.582873647,0.995803301,SIRA
838.687,304.7356873,202.7929268,0.862232434,0.813465051,0.006314064,0.66172539,0.994370685,SIRA
784.384,294.3814374,189.4330394,0.890612328,0.800410511,0.006751094,0.640656986,0.995589392,SIRA
1507.244,553.8696768,361.7394028,0.862454528,0.804441015,0.003552337,0.647125346,0.99083236,BOMBAY
739.701,249.0428645,206.8429976,0.9283575,0.910940173,0.006161072,0.829811999,0.999109274,SEKER
996.603,374.6192675,217.0295963,0.802781046,0.758718655,0.005904165,0.575653997,0.99364825,CALI
673.37,257.2697121,160.2294838,0.894697497,0.788049217,0.007969201,0.621021569,0.99713259,DERMASON
848.676,359.5136531,158.1728733,0.774516607,0.661290109,0.008098614,0.437304609,0.993956638,HOROZ
742.484,281.3341448,178.5597857,0.89259853,0.793675302,0.007184589,0.629920485,0.992486299,HOROZ
1001.429,408.0969278,201.4096617,0.797681185,0.697624365,0.006410671,0.486679754,0.98611214,HOROZ
732.176,254.6785591,202.3967107,0.945592489,0.889867282,0.006313457,0.79186378,0.996413062,SEKER
629.931,230.3714326,163.4234887,0.934371365,0.841345247,0.007807878,0.707861825,0.99784397,DERMASON
747.301,283.6691998,181.2849574,0.907388171,0.7987853,0.007034574,0.638057955,0.998413724,DERMASON
543.924,198.629807,137.8868094,0.912320593,0.832564076,0.009247628,0.69316294,0.99852061,DERMASON
741.282,266.576047,200.3749202,0.958750641,0.866693006,0.006358555,0.751156766,0.999328665,SEKER
996.629,371.7058809,234.4417579,0.860404805,0.791654398,0.00546562,0.626716685,0.993655224,CALI
625.493,224.1838352,164.04999,0.926639425,0.85491645,0.00777067,0.730882136,0.99879287,DERMASON
868.899,318.7998501,209.2114911,0.868144862,0.808346227,0.006112195,0.653423623,0.995697474,SIRA
745.673,277.8566704,186.7574739,0.916823887,0.817938552,0.006849328,0.669023474,0.995369187,SIRA
690.348,258.6507219,171.4995535,0.917256291,0.813672902,0.00743527,0.662063592,0.998505376,DERMASON
767.68,291.2183681,185.8198785,0.903457808,0.797563972,0.006873221,0.636108289,0.99691389,SIRA
674.509,229.0391713,195.1179759,0.968546765,0.922546807,0.006531659,0.85109261,0.999054778,SEKER
801.902,305.6476115,194.0311022,0.906608377,0.79517054,0.006588227,0.632296187,0.996024953,SIRA
600.457,222.1114152,152.9317327,0.927869115,0.828904542,0.008343153,0.68708274,0.99788917,DERMASON
785.154,293.4412563,195.2546581,0.914204278,0.81433936,0.006543018,0.663148593,0.99662235,SIRA
635.788,215.1208683,181.0647261,0.947079406,0.915531114,0.007061246,0.838197222,0.995852246,DERMASON
524.736,183.9652515,142.6723878,0.937772948,0.87923312,0.008952952,0.77305088,0.996790631,DERMASON
892.372,370.2374382,171.8565643,0.786179504,0.680262591,0.007431502,0.462757192,0.996936242,HOROZ
836.742,318.3429999,194.5731646,0.869907079,0.780338122,0.006568242,0.608927585,0.996272196,SIRA
1077.554,428.2739207,239.1374016,0.866057259,0.745316686,0.005351885,0.555496963,0.994845895,CALI
1135.934,435.4694636,249.5624109,0.822642802,0.753097439,0.005155254,0.567155752,0.989648282,CALI
678.241,237.692503,191.4124113,0.97479954,0.896760232,0.006661039,0.804178914,0.998614968,SEKER
706.425,242.7626416,200.9557407,0.963838543,0.909361321,0.006342425,0.826938011,0.998974478,SEKER
598.326,221.0061134,154.1061701,0.937228259,0.83426957,0.008277383,0.696005715,0.998152883,DERMASON
828.554,306.8195739,202.4611475,0.888887718,0.810422213,0.00631836,0.656784163,0.995323001,SIRA
675.203,233.0086827,191.3427601,0.96418627,0.905717705,0.006661197,0.820324561,0.998954677,SEKER
829.821,324.5692679,191.8647243,0.8895515,0.767560648,0.006658514,0.589149348,0.996638508,SIRA
843.481,313.330817,207.4562818,0.899283187,0.812588286,0.006154119,0.660299723,0.997281209,SIRA
674.424,260.4018626,160.8078929,0.905661755,0.784552611,0.007943683,0.615522799,0.996737663,DERMASON
663.121,242.6063435,168.5432849,0.915451777,0.832450642,0.007573401,0.692974072,0.997488009,DERMASON
744.71,282.2922165,170.8426403,0.855208305,0.776558833,0.007479326,0.603043622,0.996440469,SIRA
673.779,232.466122,166.0480848,0.835620842,0.843359146,0.007700614,0.711254649,0.995751383,DERMASON
905.381,361.8430229,190.0554191,0.820838888,0.721589595,0.006757863,0.520691544,0.99133507,HOROZ
719.823,247.9948932,204.4680936,0.964210888,0.907233596,0.006237767,0.823072799,0.998287054,SEKER
1146.429,449.8258641,249.6707369,0.834765713,0.741199588,0.005152231,0.549376829,0.989799245,CALI
929.595,338.3942039,225.9940329,0.869433423,0.815340765,0.005659902,0.664780563,0.995415173,CALI
658.189,242.2020375,165.9941975,0.913384634,0.826703556,0.007691884,0.683438769,0.997205112,DERMASON
656.262,247.9111237,155.9922273,0.884034695,0.792256892,0.008182425,0.627670983,0.997528028,DERMASON
1747.118,682.7367865,370.0172739,0.807776013,0.732090107,0.003479587,0.535955924,0.988918224,BOMBAY
707.079,260.0712485,178.7576028,0.913672069,0.827219757,0.007154446,0.684292526,0.995564992,DERMASON
720.153,256.9960951,194.8667003,0.951696834,0.870157142,0.00654317,0.757173452,0.998583237,SEKER
983.303,381.6531652,216.7944165,0.837953174,0.750720885,0.005919489,0.563581848,0.992150995,CALI
1109.054,420.1109726,261.33371,0.874721009,0.785911374,0.004906807,0.617656687,0.992923384,CALI
677.7,225.3698384,197.2329239,0.954768529,0.93527832,0.006458514,0.874745536,0.999535251,SEKER
812.823,322.7544975,176.2762927,0.837826223,0.73375451,0.00732717,0.53839568,0.985779906,HOROZ
669.98,256.5902109,157.3666193,0.885437512,0.782079389,0.008112755,0.611648171,0.99730765,DERMASON
762.479,282.820459,196.1182941,0.940790384,0.832364647,0.006497885,0.692830906,0.999125328,SEKER
719.654,252.105121,196.3229979,0.93867706,0.880339737,0.006516702,0.774998052,0.995201682,DERMASON
738.776,272.523839,191.0332715,0.938949377,0.836140956,0.006682618,0.699131698,0.997365814,DERMASON
748.346,275.7774682,188.3993784,0.912687001,0.825191453,0.00678019,0.680940934,0.996755767,SIRA
1034.76,396.3016423,230.739239,0.833276144,0.758679521,0.005581713,0.575594616,0.988601213,CALI
1076.913,425.8292807,225.9667245,0.811318278,0.725088231,0.005687126,0.525752943,0.99076976,CALI
767.095,283.4778528,191.7970746,0.909064725,0.821254094,0.006659412,0.674458287,0.996855596,SIRA
933.642,380.0179284,187.0291552,0.797486655,0.698374114,0.006869573,0.487726404,0.990994037,HOROZ
800.592,305.9610158,188.086067,0.883384234,0.78283476,0.006790532,0.612830261,0.996895582,SIRA
941.666,368.5543167,188.2721868,0.751543443,0.705054291,0.006949659,0.497101553,0.973106683,HOROZ
1130.503,388.9391407,252.6599842,0.757037979,0.805005838,0.005051617,0.648034399,0.997569691,BARBUNYA
807.342,307.584525,192.4194619,0.894778825,0.790316484,0.006627406,0.624600146,0.998429874,SIRA
618.728,224.8899722,160.7595846,0.928368597,0.843800984,0.0079517,0.712000101,0.996031952,DERMASON
732.598,254.6742271,207.8648703,0.972342844,0.902901907,0.006132591,0.815231854,0.998814961,SEKER
877.282,355.2104461,176.2841922,0.800020133,0.703159867,0.007249637,0.494433798,0.996277929,HOROZ
1033.778,397.490051,232.6813454,0.844772469,0.76088851,0.00553276,0.578951325,0.989023814,CALI
605.129,221.7853347,152.0815434,0.906664778,0.826967878,0.0083946,0.683875871,0.997317857,DERMASON
632.811,227.3243033,165.3592755,0.924254049,0.851871246,0.007718205,0.72568462,0.997620182,DERMASON
1094.556,422.5549309,246.9473155,0.852461628,0.761276387,0.005199268,0.579541737,0.991661797,CALI
610.702,229.0353037,153.4873852,0.928704745,0.8179295,0.00830952,0.669008666,0.998300954,DERMASON
691.654,235.4053042,194.2379233,0.940983282,0.907222327,0.006571529,0.823052351,0.997492589,SEKER
1043.319,407.1067509,230.3264754,0.843626859,0.749262744,0.005571005,0.56139466,0.992276531,CALI
944.771,366.9991984,201.680586,0.809078007,0.737066654,0.006386038,0.543267253,0.988586211,HOROZ
1417.944,519.7799999,339.9302724,0.859510632,0.805035938,0.003779723,0.648082862,0.990969434,BOMBAY
822.578,284.8714973,224.792585,0.932642273,0.887637757,0.005672697,0.787900787,0.998478117,SEKER
1725.184,650.6859375,392.475928,0.837182461,0.772190028,0.003281635,0.596277439,0.988568512,BOMBAY
699.179,233.450954,202.3679044,0.953046898,0.930679154,0.006296722,0.866163687,0.999203602,SEKER
898.464,344.9441908,210.2250507,0.882266994,0.778757045,0.006086355,0.606462534,0.995103711,CALI
761.869,267.5093662,212.5174328,0.964791401,0.890447153,0.006002813,0.792896133,0.998069377,SEKER
769.719,288.9186655,184.5118613,0.886396869,0.798400575,0.006913418,0.637443478,0.998143521,SIRA
608.165,220.6112556,153.9603325,0.903207108,0.833945284,0.008298648,0.695464736,0.996538175,DERMASON
952.751,399.0885089,178.2632932,0.77070444,0.667120441,0.007168568,0.445049683,0.996358875,HOROZ
896.493,373.6079891,173.9128473,0.79294657,0.68014708,0.00736696,0.462600051,0.9937798,HOROZ
1527.693,552.8045062,360.9709715,0.840947079,0.8066757,0.003539489,0.650725685,0.99654576,BOMBAY
1695.206,639.867505,392.1446533,0.849291184,0.777160753,0.003294567,0.603978837,0.985520083,BOMBAY
1055.855,437.6707663,197.0169148,0.759203579,0.669092239,0.006498163,0.447684424,0.994525699,HOROZ
1115.612,435.778211,247.3506306,0.842688552,0.748051227,0.005221339,0.559580638,0.985859825,CALI
725.331,250.7140143,206.4719349,0.969089309,0.906545606,0.006179484,0.821824935,0.997922689,SEKER
696.866,257.9873373,177.9364576,0.932032177,0.830073341,0.007162734,0.689021751,0.999002056,DERMASON
952.871,393.3447524,187.8909932,0.800197514,0.689778217,0.006803272,0.475793989,0.996061948,HOROZ
577.745,206.6561725,151.3742994,0.917660624,0.852469775,0.008478202,0.726704718,0.99209718,DERMASON
756.937,286.9308353,185.1299442,0.911519437,0.801706872,0.006904014,0.642733908,0.996166114,SIRA
604.427,215.9772288,158.7210484,0.923941189,0.856264982,0.008040551,0.733189719,0.997676649,DERMASON
796.592,299.3946992,193.0543859,0.893327719,0.80047425,0.006636992,0.640759025,0.99370887,SIRA
834.515,317.6042383,199.8781784,0.897039447,0.792143305,0.006388756,0.627491016,0.997076357,SIRA
612.889,233.6518351,149.6634735,0.917538966,0.799788244,0.008519045,0.639661236,0.99862724,DERMASON
1010.092,356.1705845,239.3348154,0.818629789,0.816764366,0.005358688,0.667104029,0.992763346,BARBUNYA
783.926,286.2789004,200.5808479,0.913942069,0.833288119,0.006405166,0.694369089,0.991037885,SIRA
599.714,222.9190747,150.1628473,0.916019003,0.819595046,0.008502845,0.671736039,0.997202564,DERMASON
1141.441,382.8720741,262.094354,0.756911878,0.825605476,0.004878781,0.681624402,0.995728997,BARBUNYA
858.581,346.9975704,177.5266606,0.816447807,0.711654468,0.007245116,0.506452082,0.989922534,HOROZ
749.433,276.1799258,180.1700486,0.871915995,0.806544165,0.007086988,0.65051349,0.99716223,SIRA
729.425,255.4046089,201.238656,0.952053544,0.887018603,0.006336011,0.786802003,0.998579805,SEKER
684.947,247.4114414,173.246083,0.892029641,0.832294373,0.007429104,0.692713924,0.989259597,DERMASON
673.16,249.0014921,170.2420172,0.920990633,0.825836523,0.007497561,0.682005964,0.997524027,DERMASON
920.82,372.2516309,173.8599815,0.749764816,0.681790256,0.007358206,0.464837953,0.995264606,HOROZ
1055.499,398.8860195,239.4374855,0.838323421,0.771196302,0.005366998,0.594743736,0.990801256,CALI
649.12,235.0561093,171.3433366,0.942127128,0.853214699,0.007440839,0.727975323,0.998667649,DERMASON
759.674,284.925087,187.9266446,0.914391626,0.811545401,0.006785061,0.658605937,0.998545759,SIRA
778.254,284.7971301,197.5478796,0.910984099,0.830216343,0.006486224,0.689259177,0.993678271,SIRA
946.749,392.3779286,174.0838971,0.750434959,0.665329746,0.007330467,0.442663671,0.997745669,HOROZ
1024.023,401.4478656,230.8044774,0.860212989,0.753067115,0.005592598,0.56711008,0.986398244,CALI
612.084,246.2504516,122.5126535,0.790314521,0.703370419,0.010451169,0.494729946,0.994407265,DERMASON
836.893,325.653675,191.5711291,0.875801114,0.765538128,0.006671454,0.586048625,0.996229909,SIRA
746.12,247.4483837,219.3118287,0.961300904,0.941030853,0.005810557,0.885539067,0.999149075,SEKER
1109.738,432.6553803,245.002325,0.838796513,0.747750624,0.005263255,0.559130996,0.987382604,CALI
669.002,242.5025068,167.58032,0.891341328,0.829054981,0.007638837,0.687332161,0.994626172,DERMASON
778.016,289.4416224,183.7740605,0.861405506,0.794111515,0.006975674,0.630613098,0.993206972,SIRA
571.519,198.3351751,153.2939151,0.91606471,0.877898148,0.008329561,0.770705158,0.997155969,DERMASON
870.22,338.9620647,198.5782424,0.870024737,0.762243785,0.00646504,0.581015587,0.991761437,SIRA
729.503,278.4071329,171.6490448,0.882970124,0.783736109,0.007445435,0.614242288,0.996273731,DERMASON
785.843,294.2730489,190.4179492,0.89209033,0.802860041,0.006712433,0.644584245,0.996144386,SIRA
725.419,269.6616825,183.6013624,0.926109232,0.824044984,0.006953269,0.679050136,0.997344464,DERMASON
840.605,314.9159657,205.3137847,0.901339159,0.806661885,0.006213444,0.650703397,0.99806688,SIRA
711.327,238.4789606,203.8050799,0.946601527,0.923746809,0.006256827,0.853308167,0.998483673,SEKER
667.255,245.95499,168.9845042,0.919779865,0.828186744,0.00754741,0.685893283,0.998309735,DERMASON
699.287,237.2051864,202.8017111,0.96937913,0.92390695,0.006288245,0.853604053,0.998410257,SEKER
733.765,261.7714293,201.2394016,0.964491117,0.876262026,0.00633461,0.767835139,0.998796956,SEKER
768.26,283.8252744,179.8064351,0.846482433,0.792713506,0.007138822,0.628394703,0.991923892,SIRA
785.595,298.0852364,189.762754,0.901490602,0.796505856,0.006732738,0.634421578,0.996569148,SIRA
854.523,341.6146656,174.9660702,0.796221117,0.71048387,0.007383549,0.50478733,0.985578259,HOROZ
638.382,233.4472425,162.2840607,0.915439271,0.832830807,0.007863354,0.693607153,0.997760818,DERMASON
1015.202,359.0803258,243.5444419,0.835368162,0.82252658,0.005241054,0.676549975,0.99750084,BARBUNYA
1157.147,458.8383236,247.4841838,0.836059875,0.734002716,0.005150568,0.538759988,0.998866779,CALI
589.855,219.3074019,151.4279243,0.940611631,0.830323395,0.008420973,0.689436941,0.998485748,DERMASON
798.425,331.2468658,152.89654,0.781738439,0.678364653,0.008352797,0.460178602,0.996966443,HOROZ
766.705,259.0206881,222.0805849,0.964459202,0.925307113,0.005741216,0.856193253,0.998609426,SEKER
742.126,270.2141119,194.1998311,0.93934448,0.847290217,0.006563534,0.717900712,0.998903564,SEKER
1812.571,679.7200367,417.6382009,0.846939419,0.781162265,0.003069711,0.610214484,0.99314433,BOMBAY
633.807,241.4240607,149.182599,0.880716043,0.784232005,0.008575125,0.615019837,0.995294274,DERMASON
859.393,356.589004,168.6491234,0.798979859,0.68571225,0.007593786,0.47020129,0.994186073,HOROZ
741.523,273.7411234,181.1418258,0.887280404,0.812204055,0.007050822,0.659675426,0.996900034,DERMASON
1080.634,379.312389,236.9762145,0.752871804,0.786850533,0.005421614,0.619133761,0.991007079,BARBUNYA
731.413,267.0908592,176.6171895,0.863471886,0.809986682,0.007265999,0.656078425,0.992160224,DERMASON
746.896,278.57799,184.3187811,0.906029756,0.812334112,0.006926183,0.65988671,0.997347705,DERMASON
776.644,293.9497931,181.013364,0.864264166,0.781847791,0.007085859,0.611285968,0.992674683,SIRA
1047.174,366.4129998,243.3562738,0.795496006,0.811366563,0.005278433,0.6583157,0.991202843,BARBUNYA
724.736,254.3755015,202.3771867,0.966111528,0.891391137,0.006299386,0.794578158,0.998735188,SEKER
629.485,240.8427665,151.9037479,0.908676282,0.793060833,0.008405499,0.628945485,0.997190476,DERMASON
789.379,247.6608668,176.137973,0.688618305,0.841913723,0.007252998,0.708818718,0.996642888,SIRA
716.227,271.7189933,175.1878672,0.913361358,0.801866622,0.007287622,0.642990079,0.997287197,DERMASON
813.356,303.3692498,193.9124693,0.873370645,0.797551139,0.006598139,0.63608782,0.99513706,SIRA
997.744,407.3581419,186.3542706,0.748660454,0.674582853,0.006868519,0.455062025,0.994735568,HOROZ
1178.357,399.0865136,253.9701819,0.718763433,0.796806648,0.005025013,0.634900834,0.997677596,BARBUNYA
721.433,241.5127855,211.386698,0.967324446,0.935173272,0.006028175,0.874549049,0.999186699,SEKER
721.209,266.6676348,180.9426629,0.91354243,0.822820906,0.007052274,0.677034244,0.997791884,SIRA
677.564,254.5702952,168.8623962,0.921401963,0.813237302,0.007562542,0.661354909,0.997032604,DERMASON
800.405,279.5917352,216.6850632,0.932364015,0.87988992,0.005882055,0.774206272,0.998969065,SEKER
945.44,370.0875312,198.5954679,0.803322175,0.728827119,0.006476742,0.53118897,0.98988369,HOROZ
778.783,296.3809195,190.6617954,0.917848201,0.801312245,0.006690465,0.642101315,0.998136924,SIRA
723.294,265.8867651,183.476374,0.9165462,0.828982667,0.00696823,0.687212262,0.995881057,DERMASON
679.657,250.7627559,157.2434972,0.840625983,0.791003294,0.008115037,0.625686212,0.997807868,DERMASON
656.404,224.9125542,180.4394219,0.928537748,0.89517394,0.007064502,0.801336382,0.998842773,SEKER
936.671,382.6058547,190.5572426,0.809567818,0.70115205,0.006769149,0.491614198,0.987075945,HOROZ
645.992,243.0060961,159.2067557,0.913330572,0.808675147,0.00801207,0.653955493,0.998168518,DERMASON
606.429,218.7678977,157.4198455,0.919764399,0.846222938,0.008127499,0.71609326,0.995161802,DERMASON
783.036,295.9261088,190.6661281,0.90614227,0.801764398,0.006693192,0.642826151,0.99770758,SIRA
743.117,261.234297,201.4387469,0.939480477,0.877649298,0.006327584,0.77026829,0.998916536,SEKER
899.51,354.1312794,194.4597156,0.834928054,0.738782095,0.006587386,0.545798985,0.993956471,HOROZ
681.292,256.0806059,167.6423606,0.911048002,0.808308895,0.007609896,0.653363269,0.998039286,DERMASON
867.433,347.4427551,172.1287909,0.782650867,0.70305102,0.00741401,0.494280737,0.997707938,HOROZ
660.378,253.7950716,157.2977475,0.901374565,0.786343297,0.008113394,0.618335781,0.997665741,DERMASON
760.408,285.0396727,181.0066063,0.877463469,0.795437417,0.007059806,0.632720685,0.996375219,SIRA
878.705,333.656059,208.9350875,0.886732555,0.789388028,0.006123927,0.623133459,0.99510454,SIRA
840.011,322.0355267,198.2142341,0.891412474,0.783918058,0.006433762,0.614527521,0.99841313,SIRA
767.382,264.360966,210.6831022,0.931730416,0.891886401,0.006054715,0.795461351,0.998129081,SEKER
724.363,253.4957437,195.3429245,0.929961003,0.877138316,0.006528348,0.769371626,0.998410529,SEKER
598.274,226.2633084,143.2959687,0.891855743,0.794846801,0.008906952,0.631781436,0.997578363,DERMASON
1049.125,406.8727219,227.258242,0.818639542,0.742617447,0.005674417,0.551480673,0.987345675,CALI
1007.701,393.1304149,213.5250628,0.793697709,0.726896764,0.006129542,0.528378906,0.972821718,CALI
607.966,217.7645721,162.3314257,0.941570078,0.862320117,0.007862956,0.743595984,0.997520108,DERMASON
848.793,328.4144891,191.2522156,0.857416143,0.761772754,0.00668093,0.580297729,0.996475682,SIRA
631.487,231.8468893,160.1434529,0.917703172,0.830547327,0.007961228,0.689808862,0.998667357,DERMASON
895.616,340.8092135,208.4878424,0.869745453,0.780111585,0.006138826,0.608574085,0.994818943,SIRA
702.47,242.0141714,199.3740179,0.963568232,0.906939565,0.006396061,0.822539375,0.998456005,SEKER
787.181,309.5752471,177.2852422,0.865799501,0.753125179,0.007251195,0.567197536,0.99043956,HOROZ
1035.57,427.310836,203.8613563,0.796467782,0.688445853,0.006286756,0.473957693,0.993455854,HOROZ
745.45,253.7548381,212.8656716,0.957104882,0.914816693,0.005995531,0.836889582,0.997646914,SEKER
1081.342,378.7105394,246.2334718,0.784750312,0.805140283,0.005186324,0.648250875,0.997018954,BARBUNYA
898.191,345.523159,207.0296994,0.864516475,0.769357695,0.00622553,0.591911262,0.987872995,CALI
800.869,299.9796848,192.4831247,0.886358663,0.800063602,0.006630851,0.640101767,0.997581095,SIRA
693.771,232.7137695,202.5916367,0.965639328,0.932506056,0.006291942,0.869567545,0.998858317,SEKER
768.715,268.4169536,214.1847085,0.958358867,0.892420673,0.005956086,0.796414658,0.998069367,SEKER
700.057,255.2186478,177.0359845,0.908169877,0.832060054,0.007205902,0.692323934,0.998068154,DERMASON
763.098,250.3744491,217.5897168,0.92290717,0.932007583,0.005854384,0.868638135,0.999517798,SEKER
1003.207,373.0537154,236.0557592,0.860308634,0.793956031,0.005414344,0.63036618,0.996207193,BARBUNYA
892.404,371.8334973,172.3447001,0.790620214,0.679277268,0.007421086,0.461417607,0.99550797,HOROZ
666.759,251.2848315,166.2973185,0.926632518,0.813029883,0.007665329,0.661017591,0.998835673,DERMASON
626.193,228.3934652,161.4190492,0.925786668,0.839711543,0.007906171,0.705115476,0.997675105,DERMASON
1059.749,414.6293764,232.1867915,0.838830021,0.745126582,0.005530825,0.555213623,0.991477063,CALI
