Area,Perimeter,MajorAxisLength,AspectRation,ConvexArea,EquivDiameter,Compactness,ShapeFactor2,labels
32360,659.906,243.1000201,1.429819104,32697,202.9828359,0.834976631,0.002252442,3
64075,1015.361,411.7117855,2.043912739,65261,285.6270712,0.693754907,0.00091814,4
48009,871.576,358.6658391,2.088690031,48629,247.2386647,0.689328722,0.001040525,4
39133,730.282,279.2811897,1.563393214,39423,223.216673,0.799254233,0.001796462,3
48327,837.928,313.5705305,1.593475248,48960,248.0561378,0.791069675,0.001567415,6
61387,946.924,324.6244961,1.345763085,62475,279.5717366,0.861215774,0.001794455,0
44704,770.546,283.7721789,1.413315754,45040,238.5768233,0.840733662,0.001956307,5
60121,964.754,399.8937836,2.075490575,60593,276.6738778,0.691868414,0.000940139,4
38217,713.032,242.9114813,1.211217193,38593,220.5887479,0.908103424,0.002666321,5
50728,841.03,318.5731578,1.56874747,51137,254.1434548,0.797755393,0.00156899,6
45388,800.96,307.0593315,1.627122216,45929,240.3950841,0.782894573,0.00156774,6
65019,985.505,384.2500817,1.765980487,66378,287.7234123,0.748792065,0.001146036,2
68650,1009.473,386.6385507,1.697313752,69527,295.6482619,0.764663175,0.00118775,2
62577,1010.19,421.9534734,2.218256952,63246,282.2685087,0.668956476,0.000832954,4
38992,741.513,279.9243156,1.575675006,39445,222.8141744,0.795980063,0.00177768,3
48404,864.977,355.6865339,2.04230749,49075,248.2536745,0.697956349,0.00107567,4
48997,877.282,355.2104461,2.014987513,49611,249.7697299,0.703159867,0.001093232,4
43212,780.946,292.2292652,1.545557773,43887,234.561777,0.802663542,0.001731543,6
32620,657.383,237.1041582,1.352233044,32951,203.7966485,0.859523722,0.002447183,3
34827,676.016,243.475344,1.33514518,35146,210.5780464,0.86488448,0.002412965,3
37080,713.993,268.5726834,1.525035952,37434,217.2825863,0.809027126,0.001914054,3
40787,755.143,284.7116183,1.557385282,41205,227.8851055,0.800406766,0.001767283,3
39845,839.384,316.9631893,1.957059133,40836,225.2381621,0.710612998,0.001251259,4
30330,645.992,243.0060961,1.52635543,30639,196.5129904,0.808675147,0.002113591,3
68384,1005.668,363.0102959,1.507055665,69167,295.0749278,0.812855534,0.001429544,0
67437,1041.175,380.6478801,1.680072103,68653,293.0246665,0.769805066,0.001222723,0
49269,895.218,364.3993881,2.107775807,49821,250.4620513,0.687328408,0.001018218,4
47512,839.433,312.732286,1.556193786,49837,245.9556002,0.786473323,0.001553407,4
51259,853.865,318.4162569,1.548167765,51823,255.4701271,0.802314962,0.001587758,6
38491,745.466,278.8028218,1.578167365,39247,221.3781004,0.794031061,0.001776101,6
25155,583.634,213.9430256,1.423756948,25433,178.9646355,0.836506051,0.002568798,3
35468,711.867,273.1429586,1.64571178,35914,212.5070826,0.778006813,0.001740471,6
55735,923.024,368.1161345,1.903338288,56284,266.3907018,0.723659402,0.001117309,4
43661,755.49,259.7199457,1.211876409,44011,235.7772503,0.907813413,0.002492171,5
47714,812.279,305.6578212,1.533846419,48119,246.4778928,0.806385035,0.001670857,6
74509,1092.049,456.7581544,2.188484486,75260,308.0061773,0.674330987,0.000781897,4
49416,888.399,370.5664344,2.165007149,50013,250.8354148,0.676897289,0.000971112,4
54388,941.251,387.0408342,2.118117377,55581,263.1519568,0.679907476,0.000938065,4
37963,713.866,259.900491,1.394699904,38363,219.854481,0.845917913,0.002162416,3
31431,655.809,238.7027514,1.418596736,31787,200.0479746,0.838063128,0.002310925,3
27634,621.52,235.4088628,1.571622523,27960,187.5758555,0.796808809,0.002118241,3
48663,846.191,326.6919433,1.712247816,49557,248.916966,0.761931756,0.001395673,6
36387,713.608,275.4996127,1.629443002,36745,215.2425778,0.781280873,0.001740136,3
37500,718.931,267.041544,1.489727538,37857,218.5096861,0.81826102,0.001969222,3
69398,1009.124,392.7793368,1.738391782,70022,297.2545675,0.756797875,0.001145252,2
33844,669.837,239.1680949,1.326209036,34202,207.5849685,0.867945905,0.002473842,3
43204,781.451,263.3512758,1.254760983,44006,234.5400633,0.890597786,0.002365471,5
65271,976.35,363.5962751,1.567722957,66871,288.2804508,0.792858647,0.001357882,2
49518,864.968,347.1134717,1.903635239,50133,251.0941572,0.723377736,0.001183992,4
46415,844.864,349.7669781,2.060132795,46946,243.0995958,0.695033011,0.001084731,4
41930,752.911,273.0777325,1.395186102,42323,231.0561276,0.846118523,0.002059046,5
29170,630.115,229.1894675,1.411065935,29447,192.718441,0.840869535,0.002422995,3
54628,943.267,388.2664325,2.140673625,55356,263.731928,0.679255032,0.00093331,4
43874,790.864,301.4945475,1.616166921,44410,236.3516697,0.78393348,0.001600917,6
36018,696.866,257.9873373,1.449884643,36364,214.148411,0.830073341,0.002097608,3
27738,615.956,228.7094381,1.476726637,28072,187.928493,0.821691027,0.002318584,3
57693,950.577,390.5011817,2.067170656,58352,271.0295354,0.694055609,0.000968849,4
39313,714.895,243.9936667,1.187563652,39634,223.7294487,0.91694777,0.002706453,5
40410,737.486,274.3634807,1.46003186,40746,226.8294734,0.826748053,0.001956636,3
69756,1023.746,404.0026819,1.808068305,70822,298.0202974,0.737669107,0.001057862,2
31268,659.043,243.5385085,1.486192817,31629,199.5285796,0.819289651,0.002164697,3
80984,1080.886,414.6725821,1.642676394,82866,321.1106216,0.774371481,0.001135751,2
36890,734.011,279.7272357,1.663486323,37371,216.7251873,0.774773278,0.001685405,3
47705,803.672,283.6167927,1.322984796,48140,246.4546459,0.86897057,0.002091068,5
51219,894.249,345.8968434,1.829107595,51953,255.3704295,0.738284938,0.001237631,4
29986,650.014,246.3149674,1.579998397,30489,195.3953965,0.793274557,0.002006532,3
63768,1014.863,422.4549756,2.181717373,64480,284.9419928,0.674490796,0.000845788,4
58811,953.661,381.0500896,1.92541065,59505,273.6429989,0.718128683,0.001062949,4
38897,741.924,275.309866,1.527967491,39330,222.542577,0.808334914,0.001864021,3
61883,988.708,349.854532,1.540708979,63151,280.6989183,0.802330376,0.001445136,0
32853,662.223,238.1110673,1.352040505,33202,204.5231986,0.85894033,0.002433528,3
46666,804.8,304.3356054,1.554980536,47079,243.7560186,0.800944793,0.00165555,6
70448,1027.708,396.9221507,1.745426815,71325,299.4948738,0.754543109,0.001126556,2
65301,1011.629,357.962786,1.538968132,66437,288.3466933,0.805521424,0.00142366,0
37179,704.496,240.3835869,1.219112015,37555,217.5724547,0.905105284,0.002676599,5
52210,861.858,331.8370259,1.646962685,52818,257.8290841,0.776975033,0.001428825,6
77843,1073.266,421.1228081,1.775432518,79040,314.821832,0.747577253,0.001042301,2
24972,584.063,218.507118,1.493253089,25307,178.3124727,0.816048806,0.002393627,3
46525,801.294,302.2949873,1.537566658,46947,243.387489,0.805132401,0.0016842,6
70533,1021.176,400.5976711,1.768455202,71786,299.6754992,0.748070997,0.001097153,2
70955,1040.914,411.2238949,1.856901027,71860,300.5706438,0.730917263,0.001020347,2
41493,778.016,289.4416224,1.574986272,42079,229.8489252,0.794111515,0.001711165,6
24374,581.041,214.8628575,1.482579813,24661,176.1645273,0.819892881,0.002457213,3
30057,633.911,234.2013462,1.430547244,30379,195.6265856,0.835292319,0.002339793,3
85044,1121.92,421.6688171,1.633967478,86103,329.0613679,0.780378711,0.001134303,2
75679,1085.308,368.0140302,1.400564451,77287,310.4150375,0.843486965,0.001518386,0
43085,770.316,280.4798916,1.430512465,43520,234.216835,0.835057492,0.001952634,6
27997,636.541,235.0732746,1.54457062,28462,188.8038335,0.803170134,0.00215527,3
36697,701.975,248.5927869,1.319568159,37054,216.1575157,0.869524488,0.002388719,3
31837,656.404,224.9125542,1.246471264,32238,201.3358572,0.89517394,0.002798279,5
21314,537.215,193.9609965,1.384630191,21587,164.7356296,0.849323486,0.002920934,3
66441,1008.386,355.990227,1.495362178,67698,290.8527266,0.81702447,0.001472726,0
51074,848.569,321.8992342,1.581630708,51723,255.0086989,0.79220039,0.001531229,6
43460,773.873,276.8210801,1.376780886,44108,235.2339062,0.849768761,0.002048765,6
55722,897.584,318.9323359,1.417422626,56736,266.3596327,0.835160323,0.001717636,2
59311,968.736,393.721344,2.044457664,60039,274.8037675,0.697965126,0.000971781,4
30867,647.389,237.169338,1.42581895,31229,198.2450126,0.835879605,0.002313763,3
41466,733.677,259.6745351,1.275484397,41747,229.7741303,0.884854305,0.002368122,5
43255,775.342,295.9427576,1.587339649,43605,234.6784534,0.792985966,0.001668834,6
51115,894.887,362.4449754,2.002989192,51725,255.1110333,0.703861415,0.00107355,4
44390,789.818,291.9659033,1.505178391,44806,237.7374674,0.81426449,0.001783564,6
32352,672.437,258.2263214,1.614768107,32747,202.9577438,0.785968458,0.001878882,3
49364,852.78,320.5315365,1.630561625,49945,250.7034042,0.782148949,0.001498988,6
57109,967.159,396.9760311,2.155685455,58004,269.6542919,0.679270966,0.000912876,4
40479,743.365,260.4392873,1.313245114,40965,227.0230463,0.871692779,0.002291449,6
35072,700.46,252.0062132,1.420644684,35550,211.3174326,0.838540566,0.002191426,3
49158,884.74,368.0108409,2.152613558,50011,250.1797545,0.679816263,0.000986308,4
37998,727.603,247.7575868,1.263389214,38651,219.9558052,0.887786356,0.002498503,5
81636,1137.112,397.2341766,1.510441561,83078,322.4006568,0.811613592,0.001302393,0
37152,694.797,246.690685,1.283399581,37406,217.493438,0.881644307,0.002474708,5
38799,724.963,269.368105,1.463039642,39127,222.262055,0.825123876,0.001985098,3
36216,702.047,261.0940408,1.473774683,36571,214.7362181,0.822447795,0.002034743,3
79101,1086.698,419.8599918,1.728466989,80579,317.3555124,0.755860331,0.001068731,2
30298,656.262,247.9111237,1.589253055,30703,196.4092964,0.792256892,0.001988501,3
75359,1046.443,395.4351708,1.613530662,76422,309.758065,0.783334635,0.001218735,2
26516,602.063,221.3319657,1.448139442,26810,183.7422645,0.830165963,0.002445545,3
55647,948.511,376.9934223,1.995776692,56332,266.1803166,0.706060904,0.001038581,4
42202,749.097,255.0776194,1.207099548,42655,231.804347,0.908760038,0.002542822,5
30107,637.623,234.4664928,1.43059117,30421,195.789231,0.835041411,0.002335743,3
57517,965.524,401.4812502,2.192682278,58308,270.6158142,0.674043468,0.000888793,4
33168,680.621,234.315548,1.297552191,33542,205.5013606,0.877028274,0.002578196,5
25860,585.72,213.9460065,1.388338158,26144,181.4551587,0.848135292,0.002640681,3
33303,675.312,254.3762143,1.523901783,33627,205.9191505,0.80950631,0.00202327,3
42794,745.798,259.5215563,1.234293749,43098,233.424534,0.899441793,0.002448288,5
57551,961.761,412.166493,2.306567476,58028,270.6957869,0.656763205,0.00082193,4
56333,904.166,350.3590767,1.705373953,56971,267.8159877,0.764404308,0.001309854,6
46276,796.204,289.0980178,1.415333572,46788,242.735315,0.839629814,0.001915228,6
53942,893.241,352.1032087,1.790138294,54569,262.0707682,0.744300994,0.001235712,6
83334,1157.753,413.4552211,1.606058617,84564,325.7363109,0.787839394,0.001179062,0
86190,1215.677,401.1833273,1.460186509,88116,331.2710618,0.825734868,0.001334837,0
41781,775.884,282.8440698,1.501839614,42279,230.6452285,0.815450112,0.00184645,6
62326,949.778,358.0348016,1.608902833,63269,281.7018421,0.786800168,0.00135798,2
74929,1062.433,423.1975311,1.862807118,75651,308.8730578,0.729855529,0.0009886,2
30657,640.693,231.2316241,1.367773418,30983,197.5694934,0.854422461,0.002479636,3
40769,812.578,329.6831125,2.082857452,41473,227.8348152,0.691072143,0.001137732,4
40324,798.228,323.2098076,2.016970653,40810,226.5879772,0.701055388,0.001194291,4
51119,898.581,369.8619266,2.088305545,51708,255.121015,0.68977366,0.001010331,4
50232,884.495,364.2169784,2.059072695,50868,252.8979415,0.69436066,0.001039681,4
21101,533.701,185.3819214,1.269458709,21462,163.9104256,0.88417697,0.003312081,3
28735,626.796,237.5535597,1.539899037,29049,191.2760788,0.805191381,0.002143515,3
50901,914.398,375.1159724,2.159106081,51573,254.5764444,0.678660636,0.000964339,4
43010,791.397,310.4352082,1.750785133,43510,234.0128903,0.753822003,0.001437661,6
41241,762.145,283.5379879,1.52107186,41750,229.14989,0.80818056,0.001809237,6
38013,727.328,270.498208,1.510124208,38401,219.9992155,0.813311175,0.001920609,6
40754,760.071,276.569335,1.472179161,41237,227.7928981,0.823637581,0.001926452,3
37365,700.139,247.5682939,1.287279496,37673,218.1160141,0.881033716,0.002462521,5
48201,825.629,303.2859997,1.488377746,48836,247.732556,0.816828196,0.001727822,6
40841,727.572,248.9160626,1.189510548,41171,228.03591,0.916115688,0.00264812,5
42297,740.845,250.1523381,1.160135189,42628,232.0651051,0.927695127,0.002702065,5
36810,724.849,274.9204525,1.605498836,37354,216.4900636,0.78746438,0.001771514,6
48448,833.818,311.2057975,1.564418311,48955,248.3664822,0.798077941,0.001607433,6
70286,1025.449,388.3760551,1.671034053,71633,299.1503211,0.770259436,0.001199807,2
52839,883.529,323.1037414,1.544178175,53489,259.3775324,0.802768582,0.001566494,0
64566,1016.789,355.1781595,1.527642907,65592,286.7193479,0.807255008,0.001441004,0
75346,1071.696,420.3182543,1.808623258,77342,309.7313461,0.736897203,0.001014671,2
26728,616.154,218.9914088,1.407133815,27089,184.4753278,0.842386141,0.002544985,3
73608,1062.467,391.5904484,1.630250542,74612,306.1382309,0.78178166,0.001225826,0
40903,751.858,286.494087,1.570122726,41303,228.208933,0.796557218,0.001739435,6
33325,674.433,223.8254842,1.179669807,33701,205.9871545,0.920302508,0.00297195,5
28194,634.778,227.0370844,1.427800045,28708,189.4669251,0.834519725,0.002409164,3
27335,613.144,231.7023386,1.538145764,27683,186.5583098,0.80516369,0.002197495,3
41102,792.163,326.2319591,2.025777555,41550,228.7633969,0.701229265,0.001183814,4
31453,655.601,242.7591222,1.464947612,31880,200.1179737,0.824347905,0.002198545,3
72313,1010.401,383.6957949,1.58998054,73001,303.433306,0.790817387,0.001280133,2
49386,856.83,344.4956902,1.88087348,49901,250.7592634,0.727902469,0.00120796,4
26132,595.893,217.0295554,1.41335016,26473,182.406951,0.840470556,0.002556325,3
43795,776.66,288.4664755,1.485937712,44260,236.1387852,0.818600445,0.001824477,6
74385,1073.863,414.7265118,1.784110141,76137,307.7497742,0.742054741,0.001042797,2
69890,1019.567,397.6524029,1.764567894,70522,298.3064059,0.75016875,0.001111487,2
52448,882.474,336.9594211,1.69321992,53082,258.4160747,0.766905623,0.00137087,2
37833,703.902,242.0160036,1.214728301,38173,219.4777248,0.906872775,0.002668938,5
61579,999.165,404.0999929,2.060842805,62503,280.0086033,0.6929191,0.000933181,4
33725,676.717,251.5991783,1.472147207,34071,207.219699,0.823610396,0.002117504,3
59998,985.424,406.9469798,2.157826421,60719,276.390713,0.679181138,0.000890273,4
39104,714.999,249.0066917,1.24382548,39434,223.1339489,0.896096195,0.002532726,5
72854,1032.067,400.1707754,1.697611933,74426,304.5662388,0.761090658,0.001136887,2
84629,1124.297,448.1926562,1.843039803,86214,328.2575048,0.732402685,0.000939994,2
38273,710.319,248.5144262,1.265607855,38635,220.7503049,0.888279639,0.002493663,5
41986,744.924,261.5609811,1.277267861,42345,231.2103707,0.88396354,0.002346311,5
62582,996.638,416.1101477,2.164007281,63183,282.2797853,0.678377557,0.000868609,4
51988,895.263,359.6862609,1.939574199,52690,257.280348,0.715291008,0.001117202,4
33954,716.75,277.3684803,1.773951126,34420,207.9220419,0.7496239,0.001591181,4
68936,1025.523,381.0070496,1.649002944,70001,296.2634659,0.777580011,0.00124637,0
46428,872.732,365.9856889,2.259789542,46913,243.1336373,0.664325531,0.000947082,4
39981,746.035,277.1788318,1.505947796,40469,225.622229,0.813995165,0.001877472,6
33125,678.046,251.3819485,1.489739935,33533,205.3681083,0.816956466,0.002085228,3
62821,998.256,348.3495134,1.509827363,64071,282.8182834,0.811880805,0.001486138,0
27453,609.562,218.4657947,1.362344254,27767,186.9605446,0.855788636,0.002632931,3
66266,986.107,374.0023758,1.643562073,67126,290.4694333,0.776651305,0.001266682,2
33436,682.334,245.9445117,1.4115497,33786,206.3299237,0.838928758,0.002247517,3
29279,641.766,232.0582722,1.439616275,29647,193.0781723,0.832024519,0.002342961,3
27172,621.925,239.377175,1.645517403,27568,186.0012498,0.777021659,0.001980949,3
36411,696.862,237.1721887,1.212281263,36825,215.3135506,0.90783642,0.002729237,5
27252,609.442,227.531549,1.490317815,27549,186.2748616,0.818677069,0.002313521,3
38947,720.254,259.5277049,1.355517959,39327,222.6855643,0.858041589,0.002228039,3
54515,937.25,367.2654562,1.913732358,55802,263.4590173,0.71735311,0.001100464,4
45407,835.028,341.11958,2.004925126,46053,240.4453951,0.70487128,0.001143939,4
78962,1104.024,428.4865065,1.821817218,79957,317.0765537,0.739991923,0.001003706,0
27082,650.043,221.0940033,1.408261522,27928,185.6929545,0.839882365,0.00250582,3
38084,715.166,249.1745716,1.279003826,38468,220.2045749,0.883736143,0.002461679,5
72433,1086.063,399.849623,1.73082327,73768,303.6849683,0.759497948,0.001133043,0
53480,916.923,375.1913922,2.051255346,54215,260.9460689,0.695501214,0.001012588,4
35652,680.437,227.476882,1.138467675,36002,213.057589,0.936612051,0.00302881,5
41942,748.883,257.1582005,1.236514394,42395,231.0891884,0.898626557,0.002466312,5
34125,680.111,255.1070378,1.4959078,34378,208.4449555,0.81708822,0.002055443,3
31158,642.626,216.4848362,1.178826797,31492,199.1773023,0.92005198,0.003071052,5
49175,828.597,310.3548043,1.533909169,49668,250.2230098,0.806248224,0.001645012,6
44780,806.367,311.242022,1.692580741,45261,238.779536,0.767182832,0.001485215,6
43028,818.531,303.9208395,1.676175508,43770,234.0618532,0.770140849,0.001532744,6
93526,1168.211,449.6039135,1.686294896,94399,345.0811523,0.767522572,0.001029063,2
29293,636.476,241.0748285,1.551633748,29669,193.1243278,0.801097024,0.00209078,3
30908,649.087,239.6682434,1.457148561,31276,198.3766313,0.827713461,0.002245119,3
32928,680.297,254.89548,1.536829048,33575,204.7565182,0.803295995,0.001988286,3
37823,729.761,279.4038472,1.619425996,38230,219.4487168,0.785417663,0.001734039,3
48585,847.239,309.2765163,1.539719486,49351,248.7173964,0.804191018,0.001642334,6
76545,1087.242,423.8147902,1.835225512,77800,312.1860358,0.736609583,0.001005515,0
44324,783.549,295.9336885,1.548047938,44704,237.5606651,0.802749651,0.001710235,6
41491,776.189,291.5147858,1.599352084,42065,229.8433857,0.788445036,0.001674835,6
46399,808.352,309.8567649,1.620198836,46822,243.057692,0.784419511,0.001559645,6
72849,1035.198,404.1446682,1.748005777,73725,304.5557873,0.753581109,0.001103603,2
36442,702.779,262.707454,1.485485776,36739,215.4051891,0.819943195,0.002009949,3
73949,1108.007,395.8821383,1.655932932,75397,306.8465269,0.775095659,0.001191886,0
41222,748.827,254.8110891,1.23460686,41791,229.0970984,0.899086061,0.002491576,5
38463,714.965,228.5083775,1.065247205,38878,221.2975658,0.968443994,0.003223568,5
67450,1057.643,436.7972691,2.184667358,68567,293.0529087,0.670912868,0.000809361,4
29270,643.229,245.7317532,1.614725259,29564,193.0484951,0.785606632,0.001972599,3
35680,703.303,257.4026315,1.455562861,36100,213.1412371,0.828046069,0.002092117,3
20786,534.717,200.9272409,1.520522464,21057,162.6823813,0.809658166,0.002562444,3
33676,669.052,240.7142227,1.347390926,33969,207.0691066,0.860227968,0.002414433,3
26666,607.932,230.6419078,1.562794582,26928,184.2612431,0.79890617,0.002173418,3
25476,589.854,221.0665359,1.500985299,25736,180.102889,0.81469992,0.0023581,3
38747,704.737,245.5420687,1.220204097,39008,222.1130627,0.904582518,0.002617341,5
51035,861.296,336.8272348,1.743684785,51483,254.9113182,0.756801386,0.001335508,6
58419,982.432,400.343978,2.13792582,59282,272.7295015,0.681237926,0.000910446,4
64919,1031.617,439.3502666,2.331599274,65490,287.5020661,0.654380088,0.000765489,4
78182,1058.6,406.8571781,1.65057452,79204,315.5065991,0.775472613,0.001160863,2
78417,1114.515,403.688173,1.62247443,79804,315.9804193,0.782733903,0.001191989,0
39709,810.463,330.6122854,2.152469982,40385,224.8534391,0.680112171,0.001098834,4
36006,693.059,229.3833925,1.147337151,36489,214.1127344,0.93342736,0.002983245,5
30512,648.563,243.795684,1.520474176,30803,197.1017123,0.808470884,0.002105681,3
74044,1048.432,388.726498,1.59167948,74909,307.0435618,0.789870419,0.001260542,2
73611,1116.098,390.9581355,1.625081863,75022,306.1444694,0.783062025,0.001231833,0
45858,801.817,294.4552843,1.477385639,46305,241.6365433,0.8206222,0.00179621,6
48100,854.778,349.8659196,1.99079479,48563,247.4728714,0.707336318,0.001123156,4
62626,993.13,363.8432009,1.655052677,63602,282.3790002,0.776100802,0.001300205,0
30930,649.455,241.7903192,1.474215206,31278,198.44722,0.820740965,0.00218808,3
43279,843.066,336.2804457,2.042183137,43813,234.74355,0.698058876,0.001138079,4
45360,784.586,290.296352,1.457757919,45785,240.3209224,0.827846856,0.001854165,6
65151,1023.543,414.1674064,2.040504594,66073,288.0153287,0.695408002,0.000917051,4
39900,745.235,284.4319098,1.586982176,40298,225.3935621,0.792434162,0.001733955,3
47286,979.365,373.8836862,2.296655832,48605,245.3699352,0.656273446,0.000904738,4
44820,793.455,291.3117869,1.48168891,45279,238.8861578,0.820036018,0.001812999,6
57132,914.731,335.2396035,1.541275641,57887,269.7085866,0.804524835,0.001516399,0
69411,992.04,377.0840491,1.604487712,70029,297.2824079,0.78837174,0.001294535,2
46631,804.679,302.483759,1.532766174,47035,243.6645916,0.805546031,0.001684878,6
26168,601.464,218.9375896,1.432789622,26520,182.5325516,0.833719563,0.002493501,3
77345,1070.01,406.6499303,1.661004413,78693,313.813181,0.771703516,0.001150191,2
45217,773.044,278.3089933,1.343200686,45541,239.9418106,0.862141779,0.002097587,5
78476,1114.596,416.1887826,1.718018534,80209,316.0992669,0.759509338,0.001088594,0
53533,920.493,375.5002367,2.058437026,54205,261.0753388,0.695273433,0.001011093,4
39712,744.546,276.4276649,1.501277126,40142,224.8619328,0.813456688,0.001880084,6
81887,1101.864,418.6523267,1.661076782,83140,322.8959068,0.771274602,0.001115975,2
38498,796.404,267.1578551,1.452715218,39580,221.3982294,0.8287169,0.002018991,3
44468,790.341,308.7121015,1.670299951,45091,237.9462462,0.770770712,0.001511425,6
51894,901.802,367.3547664,2.016632649,52605,257.0476472,0.699725907,0.001046791,4
52203,889.797,360.3593486,1.943905831,52821,257.8117995,0.715429752,0.001115548,4
51560,850.918,316.8622226,1.519759038,52472,256.2191073,0.808613615,0.001620696,6
74557,1115.534,417.5080508,1.826779752,76068,308.1053728,0.73796271,0.001024457,0
46808,866.842,362.2608792,2.186442541,47280,244.1265996,0.67389722,0.000984591,4
39099,730.036,247.7344729,1.230472619,39497,223.119683,0.900640433,0.002571617,5
33717,664.363,231.6225255,1.247609077,33985,207.1951199,0.894537867,0.002713355,5
80220,1067.015,406.9650705,1.612979011,80772,319.5923595,0.785306609,0.001190176,2
73609,1071.166,393.9251894,1.65053714,74988,306.1403104,0.777153426,0.001204175,0
36581,711.899,266.6283294,1.524253893,36983,215.815606,0.809424889,0.001929908,3
87843,1160.9,466.2819801,1.927500706,88804,334.432626,0.717232577,0.000866485,2
59255,922.943,329.2752345,1.43444416,60140,274.6740054,0.834177541,0.00165977,0
73688,1059.474,415.6538966,1.820556075,75227,306.3045471,0.736922111,0.001026127,2
47490,814.313,313.4086044,1.619302129,47843,245.8986498,0.784594444,0.001542657,6
49204,897.153,365.4696426,2.118727601,49971,250.296781,0.684863397,0.001007967,4
88464,1128.201,428.3970581,1.616129827,89654,335.6126682,0.78341497,0.001125193,2
44648,802.656,300.346173,1.578291885,45266,238.4273457,0.793841797,0.001647918,6
24568,574.445,211.3147005,1.42139438,24805,176.864211,0.836970691,0.002603638,3
30910,653.034,245.8053246,1.53196342,31225,198.3830495,0.807073849,0.002081254,3
25565,583.073,216.16436,1.433165871,25774,180.4172081,0.834629761,0.002531008,3
45816,859.129,338.7357705,1.95613201,46674,241.525864,0.713021432,0.001178783,4
41574,754.002,273.506578,1.410650071,41973,230.0731641,0.841197918,0.002031976,3
66444,1009.712,365.9156692,1.554098624,68423,290.859293,0.794880672,0.001356166,0
52772,868.829,328.3829906,1.596308848,53373,259.2130345,0.78936194,0.001490258,6
41791,769.719,288.9186655,1.565854159,42233,230.6728285,0.798400575,0.00173283,6
36876,707.667,261.0194762,1.445591336,37270,216.6840591,0.830145176,0.0020736,3
71393,1015.983,393.4260594,1.678058538,72973,301.4969168,0.766336925,0.001172374,2
44453,796.915,295.4740821,1.530306315,45026,237.9061106,0.805167441,0.001723229,6
29002,643.039,247.1040501,1.649673078,29355,192.162674,0.777658941,0.001922155,3
41549,757.851,287.6825516,1.562700777,41985,230.0039779,0.79950618,0.001745099,3
63007,962.629,369.3044686,1.685634433,63780,283.2366572,0.766946196,0.001250936,2
82952,1154.249,404.4525056,1.543736518,84639,324.9888717,0.803527898,0.001253788,0
31662,653.783,239.9024277,1.42441684,32034,200.7817483,0.836930874,0.00229316,3
39833,720.171,247.1659123,1.203645186,40184,225.2042424,0.911146041,0.002638015,5
40204,750.526,278.1242637,1.508236797,40650,226.2505749,0.813487367,0.001868756,3
49068,840.583,315.3947598,1.583898986,49755,249.9506311,0.7925009,0.001563993,6
38909,727.644,273.8315398,1.510846585,39304,222.5769023,0.8128242,0.001894958,3
28736,652.79,245.1565597,1.630104795,29209,191.279407,0.780233689,0.001950275,3
71536,1020.47,341.8985225,1.279995865,72443,301.7987145,0.882714299,0.001789917,0
43334,751.813,263.4882989,1.256088493,43677,234.8926615,0.891472838,0.002368889,5
69110,986.633,358.5153661,1.454357425,69898,296.6371267,0.82740422,0.001499746,2
37405,712.42,262.5301573,1.44308458,37772,218.2327317,0.831267287,0.002067246,3
68605,1034.797,369.5409241,1.561362478,69789,295.5513474,0.799779749,0.001359465,0
72924,1041.775,389.4012176,1.629906725,73829,304.7125212,0.782515584,0.001235033,0
52153,871.17,339.7639077,1.725501914,52892,257.6883039,0.758433424,0.001329681,6
43733,791.206,305.8261842,1.66871232,44102,235.9715767,0.771587225,0.001528922,6
27384,609.637,231.6569315,1.533569906,27624,186.7254447,0.806042986,0.002202729,3
50781,907.117,366.9849782,2.060517393,51606,254.2761832,0.692878996,0.00102744,4
40737,724.96,252.2138292,1.225102517,41013,227.7453827,0.90298531,0.002539115,5
41038,731.336,253.31928,1.22612326,41382,228.5852236,0.90236015,0.002524535,5
25394,607.084,231.081041,1.645843629,25762,179.8128054,0.778137422,0.002057966,3
51492,867.948,347.5726681,1.836181681,51991,256.050094,0.736680751,0.001226317,4
54888,925.035,370.9721324,1.949776812,55640,264.3587943,0.712610925,0.001075112,4
74202,1047.001,403.3070199,1.706144826,75363,307.3709822,0.762126536,0.001131119,2
28612,618.909,229.7743407,1.448057345,28897,190.8662617,0.830668303,0.002358542,3
71879,1021.137,396.5505994,1.696644161,72910,302.5213798,0.762882165,0.001152673,2
74674,1078.137,426.5475773,1.903401435,75550,308.3470281,0.722890117,0.000962204,2
48638,874.041,301.9839706,1.470144968,49596,248.8530188,0.824060358,0.001766136,0
64227,1019.089,426.1913065,2.202318265,64941,285.9656557,0.670979561,0.000829667,4
75799,1096.146,409.7062235,1.733810896,77029,310.661044,0.758253173,0.001102163,0
31543,657.103,249.883935,1.550552656,31863,200.4040792,0.801988648,0.002021566,3
33950,704.074,259.7285286,1.55324434,34475,207.9097942,0.800488862,0.001937674,3
27275,605.43,219.9207362,1.387601866,27604,186.3534507,0.847366437,0.002564285,3
57356,973.845,393.0484951,2.07885286,58298,270.2367986,0.687540601,0.000944584,4
23325,556.106,207.1718624,1.444174432,23498,172.331983,0.831831027,0.002623188,3
28587,627.475,227.4244037,1.416423126,28936,190.7828579,0.838884723,0.002430286,3
41626,760.147,283.7511809,1.516431941,42103,230.2170048,0.811334085,0.001822014,3
76502,1103.519,385.6338479,1.519381778,77696,312.0983365,0.809312611,0.001333974,0
